Depth,qc,fs,Inclination,dummy,fs/qc
9.71,18.58,0.139,0.78,5.2,0.00748116254036599
9.72,18.797,0.143,0.79,5.2,0.00760759695696122
9.73,18.839,0.148,0.81,5.2,0.00785604331440098
9.74,18.731,0.151,0.82,5.2,0.00806150232235332
9.75,18.623,0.154,0.83,5.2,0.00826934435912581
9.76,18.63,0.155,0.84,5.2,0.00831991411701557
9.77,18.605,0.154,0.84,5.2,0.008277344799785
9.78,18.559,0.152,0.83,5.2,0.00819009644916213
9.79,18.545,0.148,0.82,5.2,0.00798058775950391
9.8,18.41,0.145,0.81,5.2,0.00787615426398696
9.81,18.264,0.14,0.8,5.2,0.00766535260621989
9.82,17.831,0.137,0.79,5.2,0.0076832482754753
9.83,17.593,0.134,0.79,5.2,0.00761666571932018
9.84,17.071,0.131,0.78,5.2,0.00767383281588659
9.85,16.603,0.129,0.79,5.2,0.00776968017828103
9.86,16.372,0.126,0.79,5.2,0.00769606645492304
9.87,15.754,0.125,0.79,5.2,0.00793449282721848
9.88,15.545,0.123,0.79,5.2,0.00791251206175619
9.89,15.215,0.122,0.79,5.2,0.00801840289188301
9.9,15.073,0.12,0.79,5.2,0.00796125522457374
9.91,15.002,0.12,0.79,5.2,0.00799893347553659
9.92,14.977,0.119,0.78,5.2,0.00794551645856981
9.93,14.98,0.12,0.78,5.2,0.00801068090787717
9.94,14.984,0.12,0.78,5.2,0.00800854244527496
9.95,15.176,0.121,0.78,5.2,0.00797311544544017
9.96,15.261,0.122,0.78,5.2,0.00799423366751851
9.97,15.506,0.123,0.78,5.2,0.00793241325938346
9.98,15.822,0.124,0.77,5.2,0.00783718872456074
9.99,16.014,0.125,0.77,5.2,0.00780567003871612
10,16.4,0.125,0.77,5.2,0.0076219512195122
10.01,16.532,0.126,0.76,5.2,0.00762158238567626
10.02,16.695,0.126,0.76,5.2,0.00754716981132075
10.03,16.773,0.126,0.76,5.2,0.00751207297442318
10.04,16.915,0.126,0.75,5.2,0.00744900975465563
10.05,16.958,0.126,0.75,5.2,0.00743012147658922
10.06,16.876,0.127,0.76,5.2,0.00752547997155724
10.07,16.823,0.127,0.76,5.2,0.00754918861083041
10.08,16.677,0.129,0.77,5.2,0.00773520417341248
10.09,16.668,0.131,0.78,5.2,0.00785937125029998
10.1,16.673,0.133,0.79,5.2,0.00797696875187429
10.11,16.677,0.137,0.81,5.2,0.00821490675781016
10.12,16.738,0.14,0.82,5.2,0.00836420121878361
10.13,16.897,0.145,0.85,5.2,0.0085814049831331
10.14,17.054,0.149,0.86,5.2,0.00873695320745866
10.15,17.331,0.152,0.87,5.2,0.00877041140153482
10.16,17.341,0.157,0.88,5.2,0.00905368779193818
10.17,17.432,0.159,0.88,5.2,0.0091211564938045
10.18,17.522,0.163,0.89,5.2,0.00930259102842141
10.19,17.906,0.165,0.89,5.2,0.00921478833910421
10.2,18.367,0.167,0.88,5.2,0.00909239396744161
10.21,19.12,0.171,0.89,5.2,0.00894351464435146
10.22,19.517,0.172,0.89,5.2,0.00881282984065174
10.23,20.075,0.176,0.9,5.2,0.00876712328767123
10.24,20.316,0.176,0.9,5.2,0.00866312266194133
10.25,20.515,0.178,0.91,5.2,0.00867657811357543
10.26,20.362,0.178,0.92,5.2,0.00874177389254494
10.27,20.188,0.178,0.94,5.1,0.00881711908064197
10.28,19.613,0.176,0.95,5.2,0.0089736399326977
10.29,19.201,0.173,0.96,5.2,0.00900994739857299
10.3,18.193,0.17,0.97,5.2,0.0093442532842302
10.31,17.643,0.167,0.99,5.2,0.0094655104007255
10.32,16.66,0.162,1,5.2,0.00972388955582233
10.33,16.276,0.157,1,5.2,0.00964610469402802
10.34,15.304,0.152,1.01,5.2,0.00993204391008887
10.35,14.934,0.147,1.02,5.2,0.00984331056649257
10.36,14.182,0.141,1.02,5.2,0.00994218022845861
10.37,13.83,0.134,1,5.2,0.00968908170643529
10.38,13.202,0.129,1,5.2,0.00977124678079079
10.39,12.875,0.123,0.99,5.2,0.00955339805825243
10.4,12.3,0.119,0.99,5.1,0.00967479674796748
10.41,12.027,0.114,0.98,5.2,0.00947867298578199
10.42,11.459,0.11,0.98,5.2,0.00959944148704076
10.43,10.98,0.106,0.97,5.2,0.00965391621129326
10.44,10.738,0.102,0.97,5.2,0.00949897560067052
10.45,10.334,0.098,0.96,5.2,0.00948325914457132
10.46,10.128,0.093,0.95,5.2,0.0091824644549763
10.47,9.766,0.09,0.94,5.2,0.00921564611918902
10.48,9.595,0.086,0.93,5.2,0.00896300156331423
10.49,9.223,0.083,0.92,5.2,0.00899924102786512
10.5,9.063,0.08,0.91,5.2,0.0088270991945272
10.51,8.697,0.078,0.91,5.2,0.00896860986547085
10.52,8.378,0.076,0.91,5.2,0.00907137741704464
10.53,8.232,0.074,0.91,5.2,0.00898931000971817
10.54,7.948,0.072,0.91,5.2,0.00905888273779567
10.55,7.824,0.07,0.91,5.2,0.00894683026584867
10.56,7.611,0.069,0.91,5.2,0.00906582577847852
10.57,7.497,0.068,0.91,5.2,0.0090702947845805
10.58,7.323,0.066,0.91,5.2,0.00901269971323228
10.59,7.245,0.065,0.91,5.2,0.00897170462387854
10.6,7.086,0.064,0.91,5.2,0.00903189387524697
10.61,7.007,0.063,0.91,5.2,0.00899100899100899
10.62,6.88,0.062,0.91,5.2,0.00901162790697674
10.63,6.816,0.061,0.91,5.2,0.00894953051643193
10.64,6.77,0.061,0.91,5.2,0.00901033973412112
10.65,6.596,0.06,0.91,5.2,0.00909642207398423
10.66,6.553,0.059,0.91,5.2,0.00900350984282008
10.67,6.489,0.058,0.9,5.2,0.0089382031129604
10.68,6.447,0.058,0.9,5.2,0.00899643244920118
10.69,6.393,0.057,0.89,5.2,0.00891600187705303
10.7,6.358,0.056,0.89,5.2,0.00880780119534445
10.71,6.283,0.055,0.88,5.2,0.00875378004138151
10.72,6.244,0.054,0.88,5.2,0.00864830237027546
10.73,6.173,0.054,0.87,5.2,0.00874777255791349
10.74,6.138,0.053,0.87,5.2,0.00863473444118605
10.75,6.081,0.052,0.87,5.2,0.00855122512744614
10.76,6.028,0.052,0.86,5.2,0.0086264100862641
10.77,6.003,0.051,0.86,5.2,0.00849575212393803
10.78,5.942,0.051,0.85,5.2,0.00858296869740828
10.79,5.914,0.05,0.85,5.2,0.0084545147108556
10.8,5.875,0.05,0.84,5.2,0.00851063829787234
10.81,5.85,0.049,0.83,5.2,0.00837606837606838
10.82,5.832,0.048,0.83,5.2,0.00823045267489712
10.83,5.829,0.048,0.82,5.2,0.00823468862583634
10.84,5.832,0.048,0.81,5.2,0.00823045267489712
10.85,5.829,0.047,0.81,5.2,0.00806313261279808
10.86,5.854,0.047,0.81,5.2,0.00802869832593099
10.87,5.868,0.047,0.8,5.2,0.0080095432856169
10.88,5.886,0.047,0.8,5.2,0.00798504926945294
10.89,5.903,0.047,0.8,5.2,0.00796205319329155
10.9,5.939,0.047,0.8,5.2,0.00791379020037043
10.91,5.942,0.047,0.8,5.2,0.00790979468192528
10.92,5.942,0.047,0.8,5.2,0.00790979468192528
10.93,5.914,0.047,0.8,5.2,0.00794724382820426
10.94,5.9,0.047,0.81,5.2,0.00796610169491525
10.95,5.879,0.048,0.81,5.2,0.00816465385269604
10.96,5.875,0.048,0.81,5.2,0.00817021276595745
10.97,5.84,0.048,0.81,5.2,0.00821917808219178
10.98,5.829,0.048,0.82,5.2,0.00823468862583634
10.99,5.818,0.048,0.82,5.2,0.00825025782055689
11,5.818,0.048,0.82,5.2,0.00825025782055689
11.01,5.832,0.049,0.84,5.2,0.00840192043895748
11.02,5.84,0.051,0.86,5.2,0.00873287671232877
11.03,5.868,0.052,0.88,5.2,0.00886162235855487
11.04,5.879,0.053,0.89,5.2,0.00901513862901854
11.05,5.914,0.054,0.91,5.2,0.00913087588772405
11.06,5.957,0.057,0.95,5.2,0.00956857478596609
11.07,5.967,0.057,0.95,5.2,0.00955253896430367
11.08,6.031,0.057,0.94,5.2,0.00945116896037142
11.09,6.077,0.056,0.92,5.2,0.00921507322692118
11.1,6.163,0.056,0.9,5.2,0.00908648385526529
11.11,6.184,0.056,0.9,5.2,0.00905562742561449
11.12,6.248,0.054,0.86,5.2,0.00864276568501921
11.13,6.266,0.053,0.84,5.2,0.00845834663262049
11.14,6.308,0.052,0.83,5.2,0.0082435003170577
11.15,6.326,0.053,0.83,5.2,0.00837812203604173
11.16,6.386,0.053,0.84,5.2,0.00829940494832446
11.17,6.461,0.054,0.85,5.2,0.00835783934375484
11.18,6.386,0.055,0.86,5.1,0.00861259004071406
11.19,6.372,0.056,0.88,5.2,0.00878844946641557
11.2,6.372,0.057,0.89,5.2,0.00894538606403013
11.21,6.379,0.059,0.91,5.2,0.00924909860479699
11.22,6.39,0.06,0.94,5.2,0.00938967136150235
11.23,6.422,0.062,0.97,5.2,0.00965431329803799
11.24,6.404,0.065,1,5.2,0.0101499063085572
11.25,6.429,0.068,1.05,5.2,0.0105770726396018
11.26,6.432,0.072,1.1,5.2,0.0111940298507463
11.27,6.447,0.076,1.15,5.2,0.0117884287265395
11.28,6.447,0.079,1.2,5.2,0.0122537614394292
11.29,6.457,0.084,1.26,5.2,0.0130091373702958
11.3,6.56,0.088,1.3,5.2,0.0134146341463415
11.31,6.649,0.091,1.32,5.1,0.0136862686118213
11.32,6.819,0.094,1.34,5.2,0.0137850124651708
11.33,6.901,0.097,1.36,5.2,0.0140559339226199
11.34,7.071,0.101,1.39,5.2,0.0142836939612502
11.35,7.32,0.104,1.39,5.1,0.014207650273224
11.36,7.401,0.107,1.39,5.2,0.0144575057424672
11.37,7.572,0.111,1.39,5.2,0.0146592709984152
11.38,7.71,0.115,1.38,5.2,0.0149156939040208
11.39,7.977,0.119,1.36,5.2,0.0149178889306757
11.4,8.108,0.121,1.33,5.1,0.0149235323137642
11.41,8.679,0.124,1.3,5.2,0.0142873602949649
11.42,9.088,0.126,1.26,5.2,0.0138644366197183
11.43,9.986,0.127,1.21,5.1,0.0127178049268977
11.44,10.824,0.127,1.17,5.1,0.0117331855136733
11.45,11.15,0.128,1.13,5.2,0.0114798206278027
11.46,11.594,0.129,1.1,5.1,0.0111264447127825
11.47,11.974,0.129,1.07,5.1,0.0107733422415233
11.48,12.677,0.129,1.05,5.1,0.010175909126765
11.49,12.847,0.129,1.04,5.1,0.01004125476765
11.5,12.865,0.129,1.02,5.2,0.0100272055965799
11.51,12.886,0.127,1,5.2,0.00985565730249884
11.52,12.904,0.125,0.97,5.2,0.00968691878487291
11.53,12.79,0.122,0.95,5.1,0.00953870211102424
11.54,12.737,0.118,0.92,5.1,0.00926434796262856
11.55,12.737,0.114,0.89,5.1,0.00895030226898014
11.56,12.737,0.111,0.86,5.1,0.00871476799874382
11.57,12.79,0.109,0.84,5.2,0.00852228303362002
11.58,12.875,0.107,0.83,5.1,0.00831067961165049
11.59,13.01,0.106,0.83,5.1,0.00814757878554958
11.6,13.046,0.107,0.83,5.1,0.00820174766211866
11.61,13.074,0.108,0.84,5.1,0.00826067003212483
11.62,13.049,0.108,0.85,5.1,0.0082764962832401
11.63,12.872,0.109,0.86,5.1,0.00846799254195152
11.64,12.684,0.109,0.86,5.1,0.00859350362661621
11.65,12.542,0.108,0.87,5.1,0.00861106681549992
11.66,12.446,0.107,0.87,5.1,0.00859713964325888
11.67,12.41,0.106,0.86,5.1,0.00854149879129734
11.68,12.307,0.105,0.86,5.2,0.00853172990980743
11.69,12.24,0.103,0.86,5.2,0.00841503267973856
11.7,12.066,0.103,0.87,5.2,0.00853638322559257
11.71,11.96,0.103,0.88,5.1,0.00861204013377926
11.72,11.8,0.102,0.89,5.2,0.00864406779661017
11.73,11.661,0.102,0.9,5.1,0.00874710573707229
11.74,11.566,0.101,0.9,5.1,0.0087324917862701
11.75,11.118,0.099,0.9,5.1,0.00890447922288181
11.76,10.852,0.097,0.9,5.2,0.00893844452635459
11.77,10.674,0.094,0.88,5.1,0.00880644556867154
11.78,10.557,0.091,0.87,5.1,0.00861987307000095
11.79,10.437,0.088,0.85,5.2,0.0084315416307368
11.8,10.373,0.085,0.84,5.2,0.00819435071821074
11.81,10.099,0.083,0.83,5.2,0.00821863550846618
11.82,9.901,0.081,0.81,5.1,0.00818099181900818
11.83,9.769,0.079,0.8,5.1,0.00808680520012284
11.84,9.681,0.077,0.79,5.2,0.00795372378886479
11.85,9.656,0.076,0.79,5.1,0.00787075393537697
11.86,9.599,0.075,0.78,5.1,0.00781331388686321
11.87,9.539,0.073,0.77,5.2,0.00765279379389873
11.88,9.503,0.071,0.75,5.1,0.00747132484478586
11.89,9.464,0.069,0.74,5.1,0.00729078613693998
11.9,9.418,0.068,0.73,5.2,0.0072202166064982
11.91,9.432,0.067,0.72,5.1,0.00710347752332485
11.92,9.29,0.066,0.72,5.2,0.00710441334768568
11.93,9.198,0.066,0.73,5.2,0.00717547292889759
11.94,9.077,0.066,0.74,5.2,0.00727112482097609
11.95,9.02,0.066,0.74,5.2,0.00731707317073171
11.96,8.857,0.066,0.75,5.2,0.00745173309246923
11.97,8.736,0.066,0.76,5.2,0.00755494505494506
11.98,8.69,0.065,0.76,5.2,0.00747986191024166
11.99,8.598,0.065,0.77,5.2,0.00755989765061642
12,8.488,0.064,0.77,5.2,0.00754005655042413
12.01,8.314,0.063,0.76,5.2,0.00757757998556651
12.02,8.239,0.062,0.76,5.2,0.00752518509527855
12.03,8.126,0.061,0.76,5.2,0.00750676839773566
12.04,8.062,0.059,0.75,5.2,0.00731828330439097
12.05,7.92,0.058,0.74,5.2,0.00732323232323232
12.06,7.856,0.057,0.74,5.2,0.00725560081466395
12.07,7.835,0.055,0.73,5.2,0.00701978302488832
12.08,7.604,0.054,0.72,5.2,0.00710152551288795
12.09,7.48,0.053,0.71,5.2,0.0070855614973262
12.1,7.362,0.051,0.71,5.2,0.00692746536267319
12.11,7.302,0.05,0.71,5.2,0.00684743905779239
12.12,7.11,0.049,0.71,5.2,0.00689170182841069
12.13,7.029,0.048,0.71,5.2,0.00682885189927443
12.14,6.851,0.048,0.71,5.2,0.00700627645599183
12.15,6.759,0.047,0.71,5.2,0.00695369137446368
12.16,6.596,0.046,0.72,5.2,0.00697392359005458
12.17,6.379,0.045,0.72,5.2,0.00705439724094686
12.18,6.163,0.045,0.72,5.2,0.00730163881226675
12.19,6.202,0.044,0.72,5.2,0.00709448564979039
12.2,6.124,0.043,0.72,5.2,0.00702155453951666
12.21,5.889,0.042,0.73,5.2,0.00713194090677534
12.22,5.829,0.041,0.73,5.2,0.00703379653456854
12.23,5.659,0.041,0.74,5.2,0.00724509630676798
12.24,5.563,0.041,0.74,5.2,0.00737012403379472
12.25,5.417,0.04,0.75,5.2,0.00738416097470925
12.26,5.36,0.04,0.77,5.2,0.00746268656716418
12.27,5.24,0.04,0.78,5.2,0.00763358778625954
12.28,5.13,0.04,0.79,5.2,0.00779727095516569
12.29,5.055,0.04,0.81,5.2,0.00791295746785361
12.3,4.934,0.04,0.82,5.2,0.00810701256586948
12.31,4.885,0.04,0.84,5.2,0.00818833162743091
12.32,4.796,0.041,0.86,5.2,0.0085487906588824
12.33,4.736,0.041,0.88,5.2,0.00865709459459459
12.34,4.647,0.041,0.91,5.2,0.00882289649236066
12.35,4.615,0.042,0.93,5.2,0.00910075839653304
12.36,4.455,0.042,0.96,5.2,0.00942760942760943
12.37,4.409,0.043,0.99,5.2,0.00975277840780222
12.38,4.313,0.044,1.03,5.2,0.0102017157431022
12.39,4.256,0.045,1.06,5.2,0.0105733082706767
12.4,4.189,0.047,1.1,5.2,0.0112198615421342
12.41,4.132,0.048,1.14,5.2,0.0116166505324298
12.42,4.132,0.05,1.17,5.2,0.0121006776379477
12.43,4.132,0.052,1.2,5.2,0.0125847047434656
12.44,4.143,0.053,1.21,5.2,0.0127926623219889
12.45,4.235,0.054,1.23,5.2,0.0127508854781582
12.46,4.342,0.055,1.22,5.2,0.0126669737448181
12.47,4.533,0.056,1.21,5.2,0.0123538495477609
12.48,4.565,0.056,1.19,5.2,0.0122672508214677
12.49,4.704,0.057,1.18,5.2,0.0121173469387755
12.5,4.799,0.059,1.18,5.2,0.0122942279641592
12.51,5.02,0.061,1.19,5.2,0.0121513944223108
12.52,5.094,0.066,1.25,5.2,0.0129564193168433
12.53,5.158,0.075,1.39,5.2,0.014540519581233
12.54,5.389,0.085,1.54,5.2,0.0157728706624606
12.55,5.488,0.097,1.71,5.2,0.0176749271137026
12.56,5.737,0.109,1.87,5.2,0.0189994770786125
12.57,5.801,0.123,2.04,5.2,0.0212032408205482
12.58,6.07,0.149,2.36,5.2,0.0245469522240527
12.59,6.124,0.153,2.3,5.2,0.0249836708033965
12.6,6.216,0.152,2.16,5.2,0.0244530244530245
12.61,6.372,0.151,2.01,5.2,0.0236974262397991
12.62,6.83,0.145,1.78,5.2,0.0212298682284041
12.63,7.206,0.242,2.66,5.2,0.0335831251734666
12.64,8.04,0.138,1.28,5.2,0.0171641791044776
12.65,9.173,0.113,0.87,5.2,0.0123187615829064
12.66,9.812,0.126,0.81,5.2,0.0128414186710151
12.67,11.413,0.091,0.49,5.2,0.00797336370805222
12.68,12.41,0.091,0.49,5.2,0.00733279613215149
12.69,16.546,0.091,0.49,5.1,0.00549981868729602
12.7,24.455,0.091,0.49,5.1,0.00372112042527091
12.71,30.22,0.091,0.49,5.1,0.00301125082726671
12.72,34.562,0.091,0.49,3.1,0.00263294948209016
12.73,39.464,0.091,0.49,2.1,0.00230589904723292
12.74,44.743,0.091,0.49,1.5,0.00203383769528194
